language,source_file,deduped_identifier,row_type,topic_key,hash,source_identifiers,original_text,translated_text
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA5.17,answer,llm-fls-adherence@1.0.0,626d7c6dc4ff,SA5.17,I need to look at the prescription to remember,我需要看看处方才能记住
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA5.18,answer,llm-fls-adherence@1.0.0,34e29f01c870,SA5.18,Can you remind me what the doctor said about the timing?,你能提醒我医生关于时间安排说了什么吗？
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA5.19,answer,llm-fls-adherence@1.0.0,5c4fe46de219,SA5.19,I'm going to have to call my pharmacist to confirm,我得打电话给我的药剂师确认一下
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA5.20,answer,llm-fls-adherence@1.0.0,d8d4b71dc7e2,SA5.20,I'll check my phone for the reminder I set,我会检查手机里我设置的提醒
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SQ6,question,llm-fls-adherence@1.0.0,859ea0494a43,SQ6,Can you tell me when you usually take your?,你通常什么时候会这样做？
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA6.1,answer,llm-fls-adherence@1.0.0,cc9dafcaa283,SA6.1,yes,是的
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA6.2,answer,llm-fls-adherence@1.0.0,aefd8e951c56,SA6.2,I am,我是
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SQ7,question,llm-fls-adherence@1.0.0,d42eab9ee22d,SQ7,Can you tell me how you take your tablets?,你是怎么服用药片的？
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.1,answer,llm-fls-adherence@1.0.0,bd478da5b3af,SA7.1,just with some water,只需一些水
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.2,answer,llm-fls-adherence@1.0.0,3c109987dba7,SA7.2,just with some water on an empty stomach,只用水在空腹时
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.3,answer,llm-fls-adherence@1.0.0,d56152bceef3,SA7.3,just with some water first thing in the morning,一天早上先喝点水
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.4,answer,llm-fls-adherence@1.0.0,e5ba30160438,SA7.4,I take my tablet with water after breakfast,我在吃完早餐后用水吞下我的药片
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.5,answer,llm-fls-adherence@1.0.0,db6ac708ba22,SA7.5,I swallow it whole with a glass of juice,我用一杯果汁整个吞下它
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.6,answer,llm-fls-adherence@1.0.0,2779ca254f71,SA7.6,I crush it and mix it with my food,我把它压碎然后和我的食物混合
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.7,answer,llm-fls-adherence@1.0.0,1dcb93cd42bc,SA7.7,"I take it as directed by my doctor, with a full glass of water",我按照医生的指示用一杯水吞下。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.8,answer,llm-fls-adherence@1.0.0,0c75a4444317,SA7.8,I dissolve it in water and then drink it,我把它溶解在水里，然后喝掉
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.9,answer,llm-fls-adherence@1.0.0,29f0a135ae6e,SA7.9,"I don't take my tablet with water, I use soda instead",我不用水吞药片，我用汽水代替
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.10,answer,llm-fls-adherence@1.0.0,4009c356febe,SA7.10,I never take my tablet in the morning,我从不在早晨带着我的平板电脑
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.11,answer,llm-fls-adherence@1.0.0,1c35bcbfe707,SA7.11,"I don't swallow it whole, I chew it up first",我不会直接吞下，我会先咀嚼一下
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.12,answer,llm-fls-adherence@1.0.0,042f3c5597e0,SA7.12,I just take it when I remember,我只在记得的时候才吃
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.13,answer,llm-fls-adherence@1.0.0,8e6a86498bff,SA7.13,"I don't dissolve it in water, I just swallow it dry",我不把它溶解在水里，我直接把它吞下去
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.14,answer,llm-fls-adherence@1.0.0,f9d7f41c479c,SA7.14,"I believe I take it in the morning, but it could be the evening",我相信我是在早上服用，但也可能是在晚上
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.15,answer,llm-fls-adherence@1.0.0,bf2f20316249,SA7.15,I don't take any tablets at all,我根本不吃任何药片
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.16,answer,llm-fls-adherence@1.0.0,6cf0be41103a,SA7.16,like i said im not taking the tablets,就像我说的，我不吃那些药片
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.17,answer,llm-fls-adherence@1.0.0,356325f359b3,SA7.17,"I think I'm supposed to take it with water, but I'm not sure",我想我应该用水吞下，但我不确定
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.18,answer,llm-fls-adherence@1.0.0,8b55f70a81ec,SA7.18,"I'm not certain if I'm taking it correctly, can you tell me?",我不确定我是否正确理解了，可以告诉我吗？
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.19,answer,llm-fls-adherence@1.0.0,8f72a7c4c461,SA7.19,I'm unsure if I'm supposed to crush it or swallow it whole,我不确定我是应该把它压碎还是整个吞下
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.20,answer,llm-fls-adherence@1.0.0,afd5d293a1b9,SA7.20,Let me check the instructions real quick,让我快速检查一下说明
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.21,answer,llm-fls-adherence@1.0.0,4941d3f2cd74,SA7.21,I'll have to ask my doctor about that,我得问问我的医生关于那件事
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.22,answer,llm-fls-adherence@1.0.0,04a5d4180521,SA7.22,I'm going to go look at the label and see what it says,我要去看看标签上写了什么
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA7.23,answer,llm-fls-adherence@1.0.0,9f92b7e274df,SA7.23,Can you remind me how I'm supposed to take it?,你能提醒我应该怎么服用它吗？
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SQ8,question,llm-fls-adherence@1.0.0,cbaa8b5f646b,SQ8,"Got it So, I just want to ask, how do you take the tablets, are you taking them with water or with something else?",明白了，所以我只想问一下，你是怎么服用药片的，是用水吞还是用其他东西吞？
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA8.1,answer,llm-fls-adherence@1.0.0,010f96694da2,SA8.1,So what time with food?,那么什么时候吃饭？
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SQ9,question,llm-fls-adherence@1.0.0,595d69973454,SQ9,Can you tell me how you take your,你通常怎么喝
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA9.1,answer,llm-fls-adherence@1.0.0,7cd3536ee123,SA9.1,yes,是的
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA9.2,answer,llm-fls-adherence@1.0.0,8f1ed5fa6973,SA9.2,I am,我是
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SQ10,question,llm-fls-adherence@1.0.0,a0ee9cf9ee7b,SQ10,do you swallow it whole?,你整个吞下了吗？
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA10.1,answer,llm-fls-adherence@1.0.0,d53ec784afb3,SA10.1,Yes,是的
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA10.2,answer,llm-fls-adherence@1.0.0,20709fa61207,SA10.2,Yes i do,是的，我愿意
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA10.3,answer,llm-fls-adherence@1.0.0,8448d8eb295f,SA10.3,Yes always,是的，总是
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA10.4,answer,llm-fls-adherence@1.0.0,30ca0a83fd2d,SA10.4,"Yes, I always swallow my tablets whole.",是的，我总是把药片整个吞下。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA10.5,answer,llm-fls-adherence@1.0.0,4118f695350d,SA10.5,I swallow the tablet whole as instructed by my doctor.,我按照医生的指示整个吞下了药片。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA10.6,answer,llm-fls-adherence@1.0.0,659ade9a08b8,SA10.6,"The tablet is designed to be swallowed whole, so that's what I do.",这片药是设计成整片吞下的，所以我就这样做了。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA10.7,answer,llm-fls-adherence@1.0.0,efb818a48361,SA10.7,I make sure to swallow the tablet whole to ensure it works properly.,我一定会整个吞下药片，以确保它能正常发挥作用。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA10.8,answer,llm-fls-adherence@1.0.0,4632a5e15eb0,SA10.8,"No, I dont.",不，我不。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA10.9,answer,llm-fls-adherence@1.0.0,e19a7abbe9a8,SA10.9,"No, I usually chew my tablets before swallowing.",不，我通常会在吞下之前先咀嚼我的药片。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA10.10,answer,llm-fls-adherence@1.0.0,b21882eb4648,SA10.10,"I have trouble swallowing tablets whole, so I break them up.",我吞咽整片药丸有困难，所以我把它们弄碎。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA10.11,answer,llm-fls-adherence@1.0.0,8996c1ca913c,SA10.11,My doctor told me it's okay to break the tablet in half before swallowing.,我的医生告诉我，在吞下之前把药片折成两半是可以的。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA10.12,answer,llm-fls-adherence@1.0.0,48e6a2822253,SA10.12,"I don't swallow the tablet whole, I crush it first.",我不直接吞下药片，我先把它压碎。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA10.13,answer,llm-fls-adherence@1.0.0,27d308583b4a,SA10.13,"Swallowing tablets whole is difficult for me, so I don't do it.",整个吞下药片对我来说很困难，所以我不这样做。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA10.14,answer,llm-fls-adherence@1.0.0,887e14396cf5,SA10.14,"I think I swallow the tablet whole, but I'm not entirely sure.",我想我把药片整个吞下去了，但我不完全确定。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA10.15,answer,llm-fls-adherence@1.0.0,44d6e7a68188,SA10.15,"Sometimes I swallow it whole, and other times I might break it up.",有时候我整个吞下，有时候我可能会把它弄碎。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA10.16,answer,llm-fls-adherence@1.0.0,e60414793f14,SA10.16,I'm not certain if I'm supposed to swallow the tablet whole or not.,我不确定我是否应该整个吞下这片药还是不应该。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA10.17,answer,llm-fls-adherence@1.0.0,0e2aeec3b7e5,SA10.17,"I've been told different things by different doctors, so I'm unsure.",不同的医生告诉我不同的意见，所以我很犹豫。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA10.18,answer,llm-fls-adherence@1.0.0,edb8c0b3bdd3,SA10.18,I'm going to check my medication instructions to confirm.,我要检查我的药物说明以确认。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA10.19,answer,llm-fls-adherence@1.0.0,d59839aba767,SA10.19,Let me ask my pharmacist about the best way to take the tablet.,让我问问我的药剂师关于服用这片药的最佳方法。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA10.20,answer,llm-fls-adherence@1.0.0,da6e35b9a367,SA10.20,I need to consult with my doctor about how to take my medication properly.,我需要咨询我的医生关于如何正确服用我的药物。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA10.21,answer,llm-fls-adherence@1.0.0,7fdada18f2ce,SA10.21,"I'm still learning about my medication, so I'll have to get back to you on that.",我还在学习关于我的药物的知识，所以我得稍后再回复你。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA10.22,answer,llm-fls-adherence@1.0.0,01708adddd6b,SA10.22,That's a good question; I'll have to look into it further.,那是一个好问题，我得进一步调查。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SQ11,question,llm-fls-adherence@1.0.0,6dc5796a6a7b,SQ11,"do you sw,",你会游泳吗？
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA11.1,answer,llm-fls-adherence@1.0.0,7777c090b74f,SA11.1,yes,是的
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA11.2,answer,llm-fls-adherence@1.0.0,c39ed944225b,SA11.2,I am,我是
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SQ12,question,llm-fls-adherence@1.0.0,1ecf9c4690c4,SQ12,"How do you take the tablets then, for example, do you grind them up or split them?",你是怎么服用这些药片的，比如说，你是把它们磨碎还是切开？
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA12.1,answer,llm-fls-adherence@1.0.0,e3fba074a19c,SA12.1,I usually break my tablets into smaller pieces before swallowing them.,我通常会在吞下药片之前把它们弄成小块。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA12.2,answer,llm-fls-adherence@1.0.0,ef97cfbe372d,SA12.2,"It's tricky to swallow whole tablets, so I cut them in half.",整个吞下药片比较困难，所以我把它们切成两半。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA12.3,answer,llm-fls-adherence@1.0.0,22b57f10409e,SA12.3,I tend to dissolve the tablet in a glass of water and drink it.,我通常会把药片溶解在一杯水中，然后喝掉。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA12.4,answer,llm-fls-adherence@1.0.0,c6432df6f9b1,SA12.4,I have no issues swallowing my tablets whole.,我没有吞咽药片的問題。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA12.5,answer,llm-fls-adherence@1.0.0,03c48abe7dc4,SA12.5,I actually swallow them whole,我其实是整个吞下它们
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA12.6,answer,llm-fls-adherence@1.0.0,277b730aacba,SA12.6,I just swallow them whole.,我直接整个吞下。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA12.7,answer,llm-fls-adherence@1.0.0,4196891a9e9f,SA12.7,"I might crush my tablets, or maybe I just swallow them whole, I don't really remember.",我可能会把药片压碎，也可能直接整个吞下，我真的不记得了。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA12.8,answer,llm-fls-adherence@1.0.0,d769078e1cc2,SA12.8,"It varies, sometimes I feel like I need to break them, but other times it seems okay to swallow whole.",這有變化，有時候我覺得需要把它們打破，但有時候似乎直接吞下也可以。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA12.9,answer,llm-fls-adherence@1.0.0,23731ed4e224,SA12.9,I just take them however I feel like doing at the moment.,我只是按照我当时的感觉去做。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA12.10,answer,llm-fls-adherence@1.0.0,03711bfbe704,SA12.10,I'm going to check my medication instructions to see what they recommend.,我要检查我的药物说明，看看他们有什么推荐。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA12.11,answer,llm-fls-adherence@1.0.0,0cc60f2e6b04,SA12.11,"I'm thinking of changing how I take them, but I haven't decided yet.",我在考虑改变服用方式，但还没决定。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA12.12,answer,llm-fls-adherence@1.0.0,ae2878424d59,SA12.12,It's really tricky to get this right with these tablets,用这些平板电脑做对这个真的很棘手
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SQ13,question,llm-fls-adherence@1.0.0,50c8ccb8f60c,SQ13,"Can you tell me how you usually take your tablets? For instance, do you break them up or grind them first?",你通常怎么服用药片呢？例如，你会把它们弄碎或者先磨成粉吗？
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA13.1,answer,llm-fls-adherence@1.0.0,ff5b01a381b2,SA13.1,"To take my meds, I crush them first and then mix them with water.",我服用药物的方法是先将药物压碎，然后与水混合。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA13.2,answer,llm-fls-adherence@1.0.0,b7061da0cf8d,SA13.2,I grind them up and mix it with food or a drink,我把它们磨碎，然后与食物或饮料混合
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA13.3,answer,llm-fls-adherence@1.0.0,2e00a7fc826a,SA13.3,I don't break or grind my tablets because I can just about swallow them whole.,我不會把藥片打碎或磨成粉，因為我幾乎可以整顆吞下。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA13.4,answer,llm-fls-adherence@1.0.0,a8732ef4a05d,SA13.4,"I'm not too sure, my memory is not very good",我不太确定，我的记忆力不是很好
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA13.5,answer,llm-fls-adherence@1.0.0,385557c94093,SA13.5,Let me ask my doctor about the best way to take my tablets.,让我问问我的医生关于服用药片的最佳方法。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SQ14,question,llm-fls-adherence@1.0.0,c06c9f39e1e4,SQ14,"In that case, how do you take the tablets? For example, do you grind them up or split them?",那样的话，你是怎么服用药片的？例如，你是把它们磨碎还是切开？
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA14.1,answer,llm-fls-adherence@1.0.0,ad202c62d722,SA14.1,Swallowing tablets whole has never been a problem for me.,整个吞下药片对我来说从来都不是问题。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA14.2,answer,llm-fls-adherence@1.0.0,f8fc5e46b635,SA14.2,"I'm not really sure, I think I might dissolve them into coffee sometimes, but often I swallow them whole like the doctor said to.",我不太确定，我想我有时候会把它们溶解在咖啡里，但通常我会像医生说的那样整个吞下。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA14.3,answer,llm-fls-adherence@1.0.0,995ac563cfc3,SA14.3,I need to look into different methods for taking my medication.,我需要研究不同方法来服用我的药物。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SQ15,question,llm-fls-adherence@1.0.0,b1583cdc850e,SQ15,Can you tell me how you usua,你能告诉我你通常怎么做吗？
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA15.1,answer,llm-fls-adherence@1.0.0,3dd3d1e864a4,SA15.1,yes,是的
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SQ16,question,llm-fls-adherence@1.0.0,f1b09bc5e8aa,SQ16,How do you take the,你怎么拿到
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA16.1,answer,llm-fls-adherence@1.0.0,b62dd7d63c54,SA16.1,I am,我是
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SQ17,question,llm-fls-adherence@1.0.0,45def4006bff,SQ17,What do you normally do after taking your medication?,你通常在服用药物后会做什么？
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA17.1,answer,llm-fls-adherence@1.0.0,50ed8a9c7bd9,SA17.1,drink some water,喝点水
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA17.2,answer,llm-fls-adherence@1.0.0,0e744262c4d7,SA17.2,just sit down for 30 mins,请坐下30分钟
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA17.3,answer,llm-fls-adherence@1.0.0,b8ce1a659d06,SA17.3,i keep sitting down,我一直坐着
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA17.4,answer,llm-fls-adherence@1.0.0,ca7c281c23df,SA17.4,i just keep upright for half an hour like the doctor said,我就保持直立半个小时，就像医生说的那样
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA17.5,answer,llm-fls-adherence@1.0.0,c4e9ee01910b,SA17.5,I always drink a full glass of water,我总是喝一整杯水
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA17.6,answer,llm-fls-adherence@1.0.0,10ea9d808187,SA17.6,I usually go for a walk,我通常去散步
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA17.7,answer,llm-fls-adherence@1.0.0,45df319bc097,SA17.7,I take my tablet and then head to bed,我拿起平板电脑，然后上床睡觉
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA17.8,answer,llm-fls-adherence@1.0.0,fb0a486f12eb,SA17.8,"Immediately after taking the tablet, I eat a snack",我马上在服用药片后吃了零食
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA17.9,answer,llm-fls-adherence@1.0.0,b207301e9752,SA17.9,"I might eat something, but it's not a habit",我可能会吃点东西，但这不是我的习惯
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA17.10,answer,llm-fls-adherence@1.0.0,be31090e6fb1,SA17.10,I sit down and rest for a bit,我坐下休息了一会儿
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA17.11,answer,llm-fls-adherence@1.0.0,9c455ebe560d,SA17.11,I don't do anything special after taking the tablet,我吃了药片后没有做什么特别的事情
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA17.12,answer,llm-fls-adherence@1.0.0,80f037e03eb5,SA17.12,I haven't been taking my medication,我没有按照规定服用药物
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA17.13,answer,llm-fls-adherence@1.0.0,2e9b1e00c9d7,SA17.13,"I'm not really sure, I think I might drink some water",我不太确定，我想我可能会喝点水
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA17.14,answer,llm-fls-adherence@1.0.0,0f55e8b69319,SA17.14,"Maybe I take a walk, but I'm not certain",也许我会去散步，但我不确定
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA17.15,answer,llm-fls-adherence@1.0.0,a5d0a984d31f,SA17.15,I'm not sure if I do anything specific after taking the tablet,我不确定在服用了药片之后我是否会做什么特别的事情
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA17.16,answer,llm-fls-adherence@1.0.0,65563ca26216,SA17.16,I'll have to check my routine and get back to you,我需要检查一下我的日程，然后再回复你
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA17.17,answer,llm-fls-adherence@1.0.0,4f67cb44a6af,SA17.17,Let me think about it for a moment,让我想一想
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SQ18,question,llm-fls-adherence@1.0.0,2da4bb8bcbca,SQ18,What do you normally do after taking your tablets?,你通常在服用药片后会做什么？
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA18.1,answer,llm-fls-adherence@1.0.0,0be8f00656ca,SA18.1,drink some water,喝点水
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA18.2,answer,llm-fls-adherence@1.0.0,868c1b1c98ca,SA18.2,just sit down for 30 mins,请坐下30分钟
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA18.3,answer,llm-fls-adherence@1.0.0,0dab46582e1e,SA18.3,i keep sitting down,我一直坐着
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA18.4,answer,llm-fls-adherence@1.0.0,865d88e9805e,SA18.4,i just keep upright for half an hour like the doctor said,我就保持直立半个小时，就像医生说的那样
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA18.5,answer,llm-fls-adherence@1.0.0,f3b70f280df4,SA18.5,I always drink a full glass of water,我总是喝一整杯水
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA18.6,answer,llm-fls-adherence@1.0.0,5c90776ee831,SA18.6,I usually go for a walk,我通常去散步
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA18.7,answer,llm-fls-adherence@1.0.0,247d7e84dced,SA18.7,I take my tablet and then head to bed,我拿起平板电脑，然后上床睡觉
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA18.8,answer,llm-fls-adherence@1.0.0,d8c69c42c511,SA18.8,"Immediately after taking the tablet, I eat a snack",我马上在服用药片后吃了零食
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA18.9,answer,llm-fls-adherence@1.0.0,8cf3f9d81388,SA18.9,"I might eat something, but it's not a habit",我可能会吃点东西，但这不是我的习惯
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA18.10,answer,llm-fls-adherence@1.0.0,026d04964ef7,SA18.10,I sit down and rest for a bit,我坐下休息了一会儿
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA18.11,answer,llm-fls-adherence@1.0.0,88c9647096e6,SA18.11,I don't do anything special after taking the tablet,我吃了药片后没有做什么特别的事情
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA18.12,answer,llm-fls-adherence@1.0.0,5d4559926ac3,SA18.12,I haven't been taking my medication,我没有按照规定服用药物
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SQ19,question,llm-fls-adherence@1.0.0,e02907649772,SQ19,What do you normally do after,你通常在之后做什么？
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA19.1,answer,llm-fls-adherence@1.0.0,36eafa9899c6,SA19.1,yes,是的
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA19.2,answer,llm-fls-adherence@1.0.0,e4c5f12fe01f,SA19.2,I am,我是
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SQ20,question,llm-fls-adherence@1.0.0,861a6616f7c8,SQ20,"So, now let's talk about any issues you've been experiencing since taking your tablets. Have you had any side effects, like heartburn, indigestion, or any other issues?",那么，现在让我们谈谈你在服用药片后遇到的任何问题。你是否出现了任何副作用，例如心burn、消化不良或其他问题？
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA20.1,answer,llm-fls-adherence@1.0.0,ec8dadc2d295,SA20.1,Yes,是的
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA20.2,answer,llm-fls-adherence@1.0.0,94502022cadb,SA20.2,Yes i have,是的，我有
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA20.3,answer,llm-fls-adherence@1.0.0,dd384fff96a6,SA20.3,some hearturn yeah,有些人听到是的
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA20.4,answer,llm-fls-adherence@1.0.0,e14c6d37126f,SA20.4,yeah some indigestion,“是的，有点消化不良”
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA20.5,answer,llm-fls-adherence@1.0.0,44404fa8d017,SA20.5,yeah some stomach pain,“是的，有些胃痛”
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA20.6,answer,llm-fls-adherence@1.0.0,37c3302c82db,SA20.6,"Yes, I've been having some heartburn since I started taking the medication.",是的，我从开始服用这款药物以来就一直有一些胃灼热的症状。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA20.7,answer,llm-fls-adherence@1.0.0,cad328e1bf3e,SA20.7,I have noticed indigestion after taking my bisphosphonates.,我注意到在服用双磷酸盐药物后出现消化不良。
Chinese Mandarin,detect_whether_patient_is_experiencing_symptom.csv,SA20.8,answer,llm-fls-adherence@1.0.0,29950d82d3ee,SA20.8,"Since starting the tablets, I've had difficulty swallowing occasionally.",从开始服用药片以来，我偶尔会出现吞咽困难。
